DID,turns,emotion,set
MPATHY-001154,3,furious,train
MPATHY-001156,3,surprised,train
MPATHY-001157,3,afraid,train
MPATHY-001158,3,impressed,train
MPATHY-001161,3,angry,train
MPATHY-001163,4,caring,train
MPATHY-001164,3,surprised,train
MPATHY-001165,3,annoyed,train
MPATHY-001166,5,anxious,train
MPATHY-001167,4,guilty,train
MPATHY-001169,4,afraid,train
MPATHY-001170,3,anxious,train
MPATHY-001172,4,lonely,train
MPATHY-001176,4,jealous,train
MPATHY-001178,3,jealous,train
MPATHY-001182,3,caring,train
MPATHY-001183,4,excited,train
MPATHY-001185,4,guilty,train
MPATHY-001186,4,surprised,train
MPATHY-001188,3,embarrassed,train
MPATHY-001191,4,joyful,train
MPATHY-001197,4,proud,train
MPATHY-001198,4,afraid,train
MPATHY-001201,3,faithful,train
MPATHY-001202,3,disappointed,train
MPATHY-001207,3,prepared,train
MPATHY-001208,4,angry,train
MPATHY-001211,3,embarrassed,train
MPATHY-001215,3,angry,train
MPATHY-001219,4,impressed,train
MPATHY-001220,4,proud,train
MPATHY-001221,3,excited,train
MPATHY-001223,3,disgusted,train
MPATHY-001224,7,jealous,train
MPATHY-001228,3,trusting,train
MPATHY-001230,3,content,train
MPATHY-001232,3,annoyed,train
MPATHY-001235,3,excited,train
MPATHY-001238,4,impressed,train
MPATHY-001240,5,apprehensive,train
MPATHY-001241,4,sentimental,train
MPATHY-001244,3,anxious,train
MPATHY-001245,4,lonely,train
MPATHY-001247,3,angry,train
MPATHY-001252,4,furious,train
MPATHY-001253,4,disgusted,train
MPATHY-001254,4,surprised,train
MPATHY-001255,3,prepared,train
MPATHY-001259,3,anxious,train
MPATHY-001262,3,confident,train
MPATHY-001263,3,annoyed,train
MPATHY-001264,4,afraid,train
MPATHY-001267,4,terrified,train
MPATHY-001271,3,grateful,train
MPATHY-001272,3,furious,train
MPATHY-001273,4,afraid,train
MPATHY-001275,4,caring,train
MPATHY-001276,3,content,train
MPATHY-001277,4,nostalgic,train
MPATHY-001279,3,annoyed,train
MPATHY-001280,3,jealous,train
MPATHY-001281,3,jealous,train
MPATHY-001283,3,joyful,train
MPATHY-001284,4,furious,train
MPATHY-001287,3,embarrassed,train
MPATHY-001289,3,sentimental,train
MPATHY-001291,4,joyful,train
MPATHY-001292,3,grateful,train
MPATHY-001293,3,anxious,train
MPATHY-001295,3,surprised,train
MPATHY-001296,3,content,train
MPATHY-001301,4,prepared,train
MPATHY-001302,4,annoyed,train
MPATHY-001303,3,guilty,train
MPATHY-001304,3,trusting,train
MPATHY-001305,3,impressed,train
MPATHY-001308,5,nostalgic,train
MPATHY-001309,3,furious,train
MPATHY-001311,3,afraid,train
MPATHY-001314,3,prepared,train
MPATHY-001315,3,terrified,train
MPATHY-001317,3,grateful,train
MPATHY-001319,4,impressed,train
MPATHY-001321,3,jealous,train
MPATHY-001322,3,embarrassed,train
MPATHY-001323,4,embarrassed,train
MPATHY-001324,3,disappointed,train
MPATHY-001325,3,trusting,train
MPATHY-001327,3,grateful,train
MPATHY-001331,4,anxious,train
MPATHY-001332,3,terrified,train
MPATHY-001333,3,excited,train
MPATHY-001336,3,sad,train
MPATHY-001337,3,hopeful,train
MPATHY-001340,3,proud,train
MPATHY-001341,3,excited,train
MPATHY-001342,3,content,train
MPATHY-001344,3,nostalgic,train
MPATHY-001345,3,trusting,train
MPATHY-001348,3,afraid,train
MPATHY-001349,3,disgusted,train
MPATHY-001350,4,content,train
MPATHY-001351,3,prepared,train
MPATHY-001352,3,sentimental,train
MPATHY-001355,4,ashamed,train
MPATHY-001357,3,confident,train
MPATHY-001358,3,anticipating,train
MPATHY-001362,3,embarrassed,train
MPATHY-001363,4,nostalgic,train
MPATHY-001364,3,guilty,train
MPATHY-001366,3,angry,train
MPATHY-001367,4,sentimental,train
MPATHY-001369,3,grateful,train
MPATHY-001370,3,sad,train
MPATHY-001372,3,caring,train
MPATHY-001373,3,joyful,train
MPATHY-001374,3,anxious,train
MPATHY-001375,3,surprised,train
MPATHY-001378,3,angry,train
MPATHY-001379,3,furious,train
MPATHY-001381,4,surprised,train
MPATHY-001383,5,impressed,train
MPATHY-001385,3,angry,train
MPATHY-001386,3,sad,train
MPATHY-001387,4,devastated,train
MPATHY-001388,3,ashamed,train
MPATHY-001390,3,annoyed,train
MPATHY-001391,4,anticipating,train
MPATHY-001392,3,guilty,train
MPATHY-001393,3,hopeful,train
MPATHY-001394,5,annoyed,train
MPATHY-001395,3,anticipating,train
MPATHY-001396,3,proud,train
MPATHY-001397,3,guilty,train
MPATHY-001398,4,sentimental,train
MPATHY-001399,3,content,train
MPATHY-001400,3,afraid,train
MPATHY-001403,3,disgusted,train
MPATHY-001404,4,disappointed,train
MPATHY-001405,3,sad,train
MPATHY-001406,3,excited,train
MPATHY-001407,4,disgusted,train
MPATHY-001410,3,caring,train
MPATHY-001412,3,lonely,train
MPATHY-001414,3,terrified,train
MPATHY-001416,3,surprised,train
MPATHY-001417,4,furious,train
MPATHY-001418,4,anxious,train
MPATHY-001419,3,angry,train
MPATHY-001420,3,disappointed,train
MPATHY-001422,3,trusting,train
MPATHY-001423,3,anticipating,train
MPATHY-001424,5,sad,train
MPATHY-001426,3,anticipating,train
MPATHY-001427,3,jealous,train
MPATHY-001428,3,joyful,train
MPATHY-001430,3,prepared,train
MPATHY-001431,4,embarrassed,train
MPATHY-001432,4,impressed,train
MPATHY-001434,3,apprehensive,train
MPATHY-001436,5,apprehensive,train
MPATHY-001437,4,jealous,train
MPATHY-001440,3,content,train
MPATHY-001441,4,lonely,train
MPATHY-001442,3,devastated,train
MPATHY-001443,4,hopeful,train
MPATHY-001444,4,guilty,train
MPATHY-001445,3,devastated,train
MPATHY-001446,3,disgusted,train
MPATHY-001448,3,devastated,train
MPATHY-001449,3,surprised,train
MPATHY-001450,3,nostalgic,train
MPATHY-001452,3,faithful,train
MPATHY-001454,4,prepared,train
MPATHY-001456,4,anxious,train
MPATHY-001457,3,jealous,train
MPATHY-001459,3,furious,train
MPATHY-001460,3,proud,train
MPATHY-001461,3,annoyed,train
MPATHY-001463,3,afraid,train
MPATHY-001465,4,grateful,train
MPATHY-001466,3,anticipating,train
MPATHY-001467,3,guilty,train
MPATHY-001468,5,confident,train
MPATHY-001469,4,caring,train
MPATHY-001471,4,surprised,train
MPATHY-001473,3,disgusted,train
MPATHY-001474,3,excited,train
MPATHY-001476,3,devastated,train
MPATHY-001477,3,surprised,train
MPATHY-001478,3,proud,train
MPATHY-001479,4,angry,train
MPATHY-001480,3,annoyed,train
MPATHY-001482,3,terrified,train
MPATHY-001483,3,ashamed,train
MPATHY-001485,3,embarrassed,train
MPATHY-001486,4,surprised,train
MPATHY-001487,3,caring,train
MPATHY-001488,3,angry,train
MPATHY-001490,4,impressed,train
MPATHY-001491,3,sad,train
MPATHY-001492,3,impressed,train
MPATHY-001493,3,hopeful,train
MPATHY-001495,4,guilty,train
MPATHY-001497,4,anticipating,train
MPATHY-001498,3,afraid,train
MPATHY-001500,3,furious,train
MPATHY-001501,3,guilty,train
MPATHY-001503,5,jealous,train
MPATHY-001504,4,guilty,train
MPATHY-001505,3,joyful,train
MPATHY-001506,3,excited,train
MPATHY-001507,4,disappointed,train
MPATHY-001508,3,annoyed,train
MPATHY-001509,3,surprised,train
MPATHY-001510,3,faithful,train
MPATHY-001512,4,angry,train
MPATHY-001513,3,disgusted,train
MPATHY-001514,3,lonely,train
MPATHY-001516,3,annoyed,train
MPATHY-001518,4,sad,train
MPATHY-001519,3,hopeful,train
MPATHY-001520,4,trusting,train
MPATHY-001521,3,disappointed,train
MPATHY-001524,3,trusting,train
MPATHY-001526,4,nostalgic,train
MPATHY-001527,6,annoyed,train
MPATHY-001528,4,grateful,train
MPATHY-001529,4,confident,train
MPATHY-001530,5,devastated,train
MPATHY-001531,3,content,train
MPATHY-001533,3,disappointed,train
MPATHY-001534,3,disgusted,train
MPATHY-001535,4,furious,train
MPATHY-001536,3,embarrassed,train
MPATHY-001537,3,proud,train
MPATHY-001538,4,confident,train
MPATHY-001539,3,lonely,train
MPATHY-001540,3,guilty,train
MPATHY-001541,4,hopeful,train
MPATHY-001542,4,caring,train
MPATHY-001543,3,content,train
MPATHY-001544,4,terrified,train
MPATHY-001545,3,anticipating,train
MPATHY-001546,4,afraid,train
MPATHY-001547,3,annoyed,train
MPATHY-001548,3,impressed,train
MPATHY-001549,3,sad,train
MPATHY-001550,3,prepared,train
MPATHY-001551,4,disgusted,train
MPATHY-001552,3,nostalgic,train
MPATHY-001554,3,faithful,train
MPATHY-001555,3,furious,train
MPATHY-001556,3,angry,train
MPATHY-001557,3,nostalgic,train
MPATHY-001558,4,anticipating,train
MPATHY-001559,3,terrified,train
MPATHY-001560,3,apprehensive,train
MPATHY-001561,4,lonely,train
MPATHY-001562,3,terrified,train
MPATHY-001563,4,disgusted,train
MPATHY-001564,3,ashamed,train
MPATHY-001565,4,annoyed,train
MPATHY-001566,3,impressed,train
MPATHY-001567,3,proud,train
MPATHY-001569,5,terrified,train
MPATHY-001570,3,disgusted,train
MPATHY-001571,3,confident,train
MPATHY-001572,5,nostalgic,train
MPATHY-001573,3,ashamed,train
MPATHY-001574,3,anticipating,train
MPATHY-001575,4,furious,train
MPATHY-001576,3,grateful,train
MPATHY-001577,3,jealous,train
MPATHY-001578,4,surprised,train
MPATHY-001580,3,confident,train
MPATHY-001582,4,content,train
MPATHY-001583,3,ashamed,train
MPATHY-001584,4,excited,train
MPATHY-001585,4,anxious,train
MPATHY-001586,3,proud,train
MPATHY-001587,4,annoyed,train
MPATHY-001588,4,impressed,train
MPATHY-001589,3,lonely,train
MPATHY-001590,3,joyful,train
MPATHY-001591,3,furious,train
MPATHY-001593,3,sad,train
MPATHY-001594,3,terrified,train
MPATHY-001595,3,excited,train
MPATHY-001596,4,surprised,train
MPATHY-001597,3,disgusted,train
MPATHY-001598,3,hopeful,train
MPATHY-001600,3,surprised,train
MPATHY-001601,3,excited,train
MPATHY-001602,4,anxious,train
MPATHY-001604,3,nostalgic,train
MPATHY-001606,3,guilty,train
MPATHY-001607,4,embarrassed,train
MPATHY-001608,3,content,train
MPATHY-001609,3,embarrassed,train
MPATHY-001610,3,lonely,train
MPATHY-001611,3,grateful,train
MPATHY-001612,3,jealous,train
MPATHY-001613,4,hopeful,train
MPATHY-001614,3,surprised,train
MPATHY-001615,4,anxious,train
MPATHY-001616,3,afraid,train
MPATHY-001618,4,anxious,train
MPATHY-001619,3,sad,train
MPATHY-001620,3,furious,train
MPATHY-001621,4,proud,train
MPATHY-001622,3,sentimental,train
MPATHY-001623,3,sentimental,train
MPATHY-001624,3,prepared,train
MPATHY-001625,3,disgusted,train
MPATHY-001626,3,prepared,train
MPATHY-001627,3,embarrassed,train
MPATHY-001628,3,joyful,train
MPATHY-001630,3,surprised,train
MPATHY-001631,3,content,train
MPATHY-001632,3,guilty,train
MPATHY-001634,3,terrified,train
MPATHY-001635,3,annoyed,train
MPATHY-001636,3,impressed,train
MPATHY-001637,3,impressed,train
MPATHY-001638,4,confident,train
MPATHY-001639,3,anxious,train
MPATHY-001640,7,joyful,train
MPATHY-001641,5,sad,train
MPATHY-001642,3,sad,train
MPATHY-001643,4,impressed,train
MPATHY-001644,3,annoyed,train
MPATHY-001645,3,terrified,train
MPATHY-001646,3,jealous,train
MPATHY-001647,4,excited,train
MPATHY-001648,3,joyful,train
MPATHY-001649,3,devastated,train
MPATHY-001650,3,furious,train
MPATHY-001651,3,excited,train
MPATHY-001652,3,impressed,train
MPATHY-001653,3,devastated,train
MPATHY-001655,3,surprised,train
MPATHY-001656,3,angry,train
MPATHY-001657,3,nostalgic,train
MPATHY-001659,7,afraid,train
MPATHY-001660,3,guilty,train
MPATHY-001661,3,content,train
MPATHY-001662,3,sad,train
MPATHY-001665,3,embarrassed,train
MPATHY-001666,4,prepared,train
MPATHY-001667,3,prepared,train
MPATHY-001668,3,anxious,train
MPATHY-001669,3,annoyed,train
MPATHY-001670,3,anticipating,train
MPATHY-001672,4,joyful,train
MPATHY-001673,3,grateful,train
MPATHY-001674,3,joyful,train
MPATHY-001675,4,nostalgic,train
MPATHY-001677,7,jealous,train
MPATHY-001678,3,furious,train
MPATHY-001679,4,impressed,train
MPATHY-001680,4,annoyed,train
MPATHY-001681,3,surprised,train
MPATHY-001682,4,guilty,train
MPATHY-001683,3,surprised,train
MPATHY-001684,3,lonely,train
MPATHY-001685,4,anticipating,train
MPATHY-001686,4,furious,train
MPATHY-001688,3,afraid,train
MPATHY-001690,3,guilty,train
MPATHY-001691,4,sad,train
MPATHY-001692,4,nostalgic,train
MPATHY-001693,3,sad,train
MPATHY-001694,7,proud,train
MPATHY-001695,4,annoyed,train
MPATHY-001696,3,confident,train
MPATHY-001697,3,angry,train
MPATHY-001698,3,surprised,train
MPATHY-001699,3,surprised,train
MPATHY-001700,4,annoyed,train
MPATHY-001701,3,caring,train
MPATHY-001702,4,impressed,train
MPATHY-001703,3,devastated,train
MPATHY-001704,3,faithful,train
MPATHY-001705,4,jealous,train
MPATHY-001706,7,grateful,train
MPATHY-001707,4,embarrassed,train
MPATHY-001708,3,hopeful,train
MPATHY-001709,4,nostalgic,train
MPATHY-001710,7,confident,train
MPATHY-001711,4,excited,train
MPATHY-001712,6,furious,train
MPATHY-001713,7,furious,train
MPATHY-001714,3,disappointed,train
MPATHY-001715,4,excited,train
MPATHY-001716,3,annoyed,train
MPATHY-001717,5,excited,train
MPATHY-001718,3,surprised,train
MPATHY-001719,3,guilty,train
MPATHY-001720,6,jealous,train
MPATHY-001721,7,hopeful,train
MPATHY-001722,4,anticipating,train
MPATHY-001723,3,prepared,train
MPATHY-001724,4,guilty,train
MPATHY-001725,3,sad,train
MPATHY-001727,7,surprised,train
MPATHY-001728,3,prepared,train
MPATHY-001729,4,lonely,train
MPATHY-001730,3,grateful,train
MPATHY-001731,3,anxious,train
MPATHY-001732,3,prepared,train
MPATHY-001733,3,guilty,train
MPATHY-001734,4,grateful,train
MPATHY-001735,3,embarrassed,train
MPATHY-001736,3,annoyed,train
MPATHY-001737,3,furious,train
MPATHY-001738,3,terrified,train
MPATHY-001739,4,afraid,train
MPATHY-001740,4,trusting,train
MPATHY-001741,3,prepared,train
MPATHY-001742,3,caring,train
MPATHY-001743,3,prepared,train
MPATHY-001744,3,caring,train
MPATHY-001745,4,disgusted,train
MPATHY-001746,3,hopeful,train
MPATHY-001747,4,anxious,train
MPATHY-001748,3,trusting,train
MPATHY-001749,4,annoyed,train
MPATHY-001750,3,sad,train
MPATHY-001751,4,lonely,train
MPATHY-001752,3,angry,train
MPATHY-001753,3,devastated,train
MPATHY-001754,7,angry,train
MPATHY-001755,6,joyful,train
MPATHY-001756,4,annoyed,train
MPATHY-001757,3,sad,train
MPATHY-001758,3,ashamed,train
MPATHY-001759,4,terrified,train
MPATHY-001760,5,anxious,train
MPATHY-001761,4,guilty,train
MPATHY-001762,3,furious,train
MPATHY-001763,3,terrified,train
MPATHY-001764,4,sad,train
MPATHY-001765,4,surprised,train
MPATHY-001766,6,impressed,train
MPATHY-001767,4,terrified,train
MPATHY-001768,3,trusting,train
MPATHY-001769,4,grateful,train
MPATHY-001770,4,confident,train
MPATHY-001772,3,terrified,train
MPATHY-001773,3,anxious,train
MPATHY-001775,3,jealous,train
MPATHY-001776,3,annoyed,train
MPATHY-001778,4,excited,train
MPATHY-001780,3,disappointed,train
MPATHY-001782,3,embarrassed,train
MPATHY-001783,3,trusting,train
MPATHY-001784,3,sad,train
MPATHY-001791,3,trusting,train
MPATHY-001793,4,disappointed,train
MPATHY-001794,4,faithful,train
MPATHY-001795,3,excited,train
MPATHY-001796,3,anxious,train
MPATHY-001797,3,surprised,train
MPATHY-001800,4,proud,train
MPATHY-001802,3,annoyed,train
MPATHY-001804,3,lonely,train
MPATHY-001806,3,afraid,train
MPATHY-001808,4,sad,train
MPATHY-001811,3,confident,train
MPATHY-001814,3,afraid,train
MPATHY-001819,3,surprised,train
MPATHY-001820,3,lonely,train
MPATHY-001826,3,afraid,train
MPATHY-001828,4,confident,train
MPATHY-001829,3,proud,train
MPATHY-001832,3,lonely,train
MPATHY-001833,3,terrified,train
MPATHY-001834,3,prepared,train
MPATHY-001835,4,anticipating,train
MPATHY-001836,4,nostalgic,train
MPATHY-001837,3,joyful,train
MPATHY-001838,3,grateful,train
MPATHY-001839,3,anticipating,train
MPATHY-001840,4,sentimental,train
MPATHY-001841,3,devastated,train
MPATHY-001842,3,embarrassed,train
MPATHY-001843,4,proud,train
MPATHY-001844,3,angry,train
MPATHY-001846,4,afraid,train
MPATHY-001847,3,excited,train
MPATHY-001849,3,joyful,train
MPATHY-001850,4,angry,train
MPATHY-001851,3,terrified,train
MPATHY-001852,4,prepared,train
MPATHY-001853,3,content,train
MPATHY-001854,4,faithful,train
MPATHY-001856,3,disgusted,train
MPATHY-001858,3,sad,train
MPATHY-001859,3,angry,train
MPATHY-001860,3,ashamed,train
MPATHY-001862,3,disgusted,train
MPATHY-001864,3,content,train
MPATHY-001865,4,excited,train
MPATHY-001866,3,devastated,train
MPATHY-001867,3,sentimental,train
MPATHY-001868,4,surprised,train
MPATHY-001869,3,hopeful,train
MPATHY-001871,3,lonely,train
MPATHY-001872,3,afraid,train
MPATHY-001873,4,surprised,train
MPATHY-001874,3,angry,train
MPATHY-001875,3,grateful,train
MPATHY-001877,3,sad,train
MPATHY-001878,3,afraid,train
MPATHY-001879,3,faithful,train
MPATHY-001880,4,apprehensive,train
MPATHY-001881,3,anxious,train
MPATHY-001882,4,grateful,train
MPATHY-001883,3,anticipating,train
MPATHY-001884,4,hopeful,train
MPATHY-001886,3,guilty,train
MPATHY-001887,3,nostalgic,train
MPATHY-001888,3,jealous,train
MPATHY-001889,4,sad,train
MPATHY-001891,3,guilty,train
MPATHY-001892,3,excited,train
MPATHY-001894,6,hopeful,train
MPATHY-001895,3,anxious,train
MPATHY-001896,3,hopeful,train
MPATHY-001898,3,disgusted,train
MPATHY-001899,4,disgusted,train
MPATHY-001900,3,nostalgic,train
MPATHY-001902,3,caring,train
MPATHY-001903,3,disappointed,train
MPATHY-001904,3,lonely,train
MPATHY-001907,4,furious,train
MPATHY-001908,3,furious,train
MPATHY-001910,3,hopeful,train
MPATHY-001913,4,terrified,train
MPATHY-001914,4,surprised,train
MPATHY-001915,4,terrified,train
MPATHY-001916,3,hopeful,train
MPATHY-001918,3,proud,train
MPATHY-001919,4,guilty,train
MPATHY-001920,3,ashamed,train
MPATHY-001921,5,annoyed,train
MPATHY-001923,3,prepared,train
MPATHY-001924,3,confident,train
MPATHY-001926,3,embarrassed,train
MPATHY-001927,3,annoyed,train
MPATHY-001928,3,lonely,train
MPATHY-001929,3,annoyed,train
MPATHY-001930,3,afraid,train
MPATHY-001931,3,devastated,train
MPATHY-001932,3,jealous,train
MPATHY-001933,4,trusting,train
MPATHY-001934,3,annoyed,train
MPATHY-001935,3,sad,train
MPATHY-001936,3,joyful,train
MPATHY-001937,3,faithful,train
MPATHY-001938,3,hopeful,train
MPATHY-001941,3,sad,train
MPATHY-001942,3,anxious,train
MPATHY-001943,4,prepared,train
MPATHY-001944,3,sad,train
MPATHY-001946,3,terrified,train
MPATHY-001947,2,surprised,train
MPATHY-001949,3,devastated,train
MPATHY-001951,4,anticipating,train
MPATHY-001952,4,grateful,train
MPATHY-001953,2,confident,train
MPATHY-001954,3,excited,train
MPATHY-001955,3,confident,train
MPATHY-001956,3,anxious,train
MPATHY-001957,3,surprised,train
MPATHY-001959,4,faithful,train
MPATHY-001960,4,annoyed,train
MPATHY-001961,5,proud,train
MPATHY-001962,5,annoyed,train
MPATHY-001963,5,excited,train
MPATHY-001964,4,hopeful,train
MPATHY-001965,3,afraid,train
MPATHY-001966,3,prepared,train
MPATHY-001967,3,proud,train
MPATHY-001968,4,ashamed,train
MPATHY-001969,5,impressed,train
MPATHY-001970,3,lonely,train
MPATHY-001971,3,grateful,train
MPATHY-001972,3,guilty,train
MPATHY-001974,3,grateful,train
MPATHY-001976,4,content,train
MPATHY-001977,3,trusting,train
MPATHY-001978,3,sad,train
MPATHY-001979,3,apprehensive,train
MPATHY-001980,3,disappointed,train
MPATHY-001981,3,surprised,train
MPATHY-001982,4,apprehensive,train
MPATHY-001983,4,embarrassed,train
MPATHY-001984,3,proud,train
MPATHY-001985,3,guilty,train
MPATHY-001986,3,joyful,train
MPATHY-001987,3,sad,train
MPATHY-001988,3,proud,train
MPATHY-001989,4,nostalgic,train
MPATHY-001990,3,excited,train
MPATHY-001991,2,disappointed,train
MPATHY-001992,3,anxious,train
MPATHY-001993,4,angry,train
MPATHY-001994,3,impressed,train
MPATHY-001995,3,grateful,train
MPATHY-001996,4,terrified,train
MPATHY-001997,3,terrified,train
MPATHY-001998,6,confident,train
MPATHY-001999,3,devastated,train
MPATHY-002001,3,nostalgic,train
MPATHY-002002,3,joyful,train
MPATHY-002003,4,devastated,train
MPATHY-002004,3,surprised,train
MPATHY-002005,3,confident,train
MPATHY-002006,3,proud,train
MPATHY-002007,3,confident,train
MPATHY-002008,3,surprised,train
MPATHY-002009,3,lonely,train
MPATHY-002010,4,apprehensive,train
MPATHY-002011,5,proud,train
MPATHY-002012,3,angry,train
MPATHY-002013,3,anticipating,train
MPATHY-002014,3,proud,train
MPATHY-002015,3,apprehensive,train
MPATHY-002016,4,disappointed,train
MPATHY-002017,3,disgusted,train
MPATHY-002018,3,ashamed,train
MPATHY-002019,3,hopeful,train
MPATHY-002020,3,faithful,train
MPATHY-002021,4,sentimental,train
MPATHY-002022,3,nostalgic,train
MPATHY-002023,3,jealous,train
MPATHY-002024,3,surprised,train
MPATHY-002025,3,guilty,train
MPATHY-002026,4,prepared,train
MPATHY-002027,3,faithful,train
MPATHY-002028,3,angry,train
MPATHY-002029,3,caring,train
MPATHY-002030,3,surprised,train
MPATHY-002031,3,impressed,train
MPATHY-002032,3,annoyed,train
MPATHY-002033,3,nostalgic,train
MPATHY-002034,3,disappointed,train
